Course Code,Course Code Change,Title,Title Change,NEW,REV,DEL,Unit,Unit Change,Transferability,Transferability Status,Comments,Effective Date,Published COR
KIN ATH503,,Intercollegiate Athletics-Baseball,,,X,,3.0,4.0,Transferable to both UC and CSU,Approved,"Maximum Units, Minimum Units",2026 Summer,
KIN ATH504,,Intercollegiate Athletics-Basketball,,,X,,3.0,,Transferable to both UC and CSU,Approved,"Transfer Status, CSLOs, Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
KIN ATH504,,Intercollegiate Athletics-Basketball,,,X,,3.0,,Transferable to both UC and CSU,Approved,Course Objectives,2026 Winter,
KIN ATH504,,Intercollegiate Athletics-Basketball,,,X,,3.0,4.0,Transferable to both UC and CSU,Approved,"Maximum Units, Minimum Units",2026 Summer,
KIN ATH506,,Intercollegiate Athletics-Cross Country,,,X,,3.0,,Transferable to both UC and CSU,Approved,"Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Fall,
KIN ATH506,,Intercollegiate Athletics-Cross Country,,,X,,3.0,,Transferable to both UC and CSU,Approved,Course Objectives,2026 Winter,
KIN ATH506,,Intercollegiate Athletics-Cross Country,,,X,,3.0,4.0,Transferable to both UC and CSU,Approved,"Maximum Units, Minimum Units",2026 Summer,
KIN ATH511,,Intercollegiate Athletics-Soccer,,,X,,3.0,,Transferable to both UC and CSU,Approved,"Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
KIN ATH511,,Intercollegiate Athletics-Soccer,,,X,,3.0,,Transferable to both UC and CSU,Approved,Course Objectives,2026 Winter,
KIN ATH511,,Intercollegiate Athletics-Soccer,,,X,,3.0,4.0,Transferable to both UC and CSU,Approved,"Maximum Units, Minimum Units",2026 Summer,
KIN ATH512,,Intercollegiate Athletics-Softball,,,X,,3.0,,Transferable to both UC and CSU,Approved,"Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
KIN ATH512,,Intercollegiate Athletics-Softball,,,X,,3.0,,Transferable to both UC and CSU,Approved,Course Objectives,2026 Winter,
KIN ATH512,,Intercollegiate Athletics-Softball,,,X,,3.0,4.0,Transferable to both UC and CSU,Approved,"Maximum Units, Minimum Units",2026 Summer,
KIN ATH514,,Intercollegiate Athletics-Tennis,,,X,,3.0,,Transferable to both UC and CSU,Approved,"Course Objectives, Course Transfer Status",2025 Spring,
KIN ATH514,,Intercollegiate Athletics-Tennis,,,X,,3.0,4.0,Transferable to both UC and CSU,Approved,"Maximum Units, Minimum Units, Course Objectives",2026 Summer,
KIN ATH516,,Intercollegiate Athletics-Volleyball,,,X,,3.0,,Transferable to both UC and CSU,Approved,"Transfer Status, CSLOs, Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
KIN ATH516,,Intercollegiate Athletics-Volleyball,,,X,,3.0,,Transferable to both UC and CSU,Approved,Course Objectives,2026 Spring,
KIN ATH516,,Intercollegiate Athletics-Volleyball,,,X,,3.0,4.0,Transferable to both UC and CSU,Approved,"Maximum Units, Minimum Units",2026 Summer,
KIN ATH552,,Intercollegiate Sports-Conditioning & Skills Training,,,X,,1.0,,Transferable to both UC and CSU,Approved,"CSLOs, Course Objectives, Indicate DE Approval in Affiliated Programs",2025 Spring,
KIN ATH552,,Intercollegiate Sports-Conditioning & Skills Training,,,X,,1.0,,Transferable to both UC and CSU,Approved,,2026 Winter,
KIN ATH555,,Intercollegiate Cross Country-Fitness & Skills Training,,,X,,1.0,,Transferable to both UC and CSU,Approved,"CSLOs, Course Objectives, Indicate DE Approval in Affiliated Programs",2025 Spring,
KIN ATH555,,Intercollegiate Cross Country-Fitness & Skills Training,,,X,,1.0,,Transferable to both UC and CSU,Approved,,2026 Spring,
KIN ATH556,,Intercollegiate Basketball-Fitness & Skills Training,,,X,,1.0,,Transferable to both UC and CSU,Approved,"Transfer Status, CSLOs, Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
KIN ATH556,,Intercollegiate Basketball-Fitness & Skills Training,,,X,,1.0,,Transferable to both UC and CSU,Approved,,2026 Winter,
KIN ATH557,,Intercollegiate Baseball -Fitness & Skills Training,,,X,,1.0,,Transferable to both UC and CSU,Approved,"CSLOs, Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Fall,
KIN ATH557,,Intercollegiate Baseball -Fitness & Skills Training,,,X,,1.0,,Transferable to both UC and CSU,Approved,"College Catalog Course Description, Course Objectives",2026 Spring,
KIN ATH558,,Intercollegiate Soccer-Fitness & Skills Training,,,X,,1.0,,Transferable to both UC and CSU,Approved,"CSLOs, Course Objectives, Indicate DE Approval in Affiliated Programs",2025 Spring,
KIN ATH558,,Intercollegiate Soccer-Fitness & Skills Training,,,X,,1.0,,Transferable to both UC and CSU,Approved,"College Catalog Course Description, Course Objectives",2026 Winter,
KIN ATH562,,Intercollegiate Tennis-Fitness and Skills Training,,,X,,1.0,,Transferable to both UC and CSU,Approved,"CSLOs, Course Objectives, Indicate DE Approval in Affiliated Programs",2025 Spring,
KIN ATH563,,Intercollegiate Volleyball-Fitness & Skills Training,,,X,,1.0,,Transferable to both UC and CSU,Approved,"Course Objectives, Indicate DE Approval in Affiliated Programs",2025 Spring,
KIN ATH564,,Intercollegiate Softball-Fitness & Skills Training,,,X,,1.0,,Transferable to both UC and CSU,Approved,"CSLOs, Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
KIN ATH580,,Intercollegiate Basketball- Strength & Skills Training,,X,,,3.0,,Transferable to both UC and CSU,Pending,,2025 Summer,
KIN ATH582,,Intercollegiate Sports-Conditioning & Skills Training II,,X,,,2.0,,Transferable to both UC and CSU,Approved,,2024 Fall,
KIN ATH582,,Intercollegiate Sports-Conditioning & Skills Training II,,,X,,2.0,,Transferable to both UC and CSU,Approved,"Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs",2025 Spring,
KIN ATH585,,Intercollegiate Cross Country-Fitness & Skills Training II,,X,,,2.0,,Transferable to both UC and CSU,Pending,,2025 Spring,
KIN ATH587,,Intercollegiate Baseball-Fitness & Skills Training II,,X,,,2.0,,Transferable to both UC and CSU,Approved,,2024 Fall,
KIN ATH588,,Intercollegiate Soccer-Fitness & Skills Training II,,X,,,2.0,,Transferable to both UC and CSU,Pending,,2025 Spring,
KIN ATH592,,Intercollegiate Tennis-Fitness & Skills Training II,,X,,,2.0,,Transferable to both UC and CSU,Approved,,2024 Fall,
KIN ATH593,,Intercollegiate Volleyball-Fitness & Skills Training II,,X,,,2.0,,Transferable to both UC and CSU,Pending,,2025 Summer,
KIN ATH594,,Intercollegiate Softball-Fitness & Skills Training II,,X,,,2.0,,Transferable to both UC and CSU,Approved,,2024 Fall,
KIN MAJ100,,Introduction To Kinesiology,,,X,,3.0,,Transferable to both UC and CSU,Approved,"College Catalog Course Description, CSLOs, Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
KIN MAJ101,,First Aid and CPR,,,X,,1.0,3.0,Transferable to both UC and CSU,Approved,"College Catalog Course Description, Maximum Units, Minimum Units, CSLOs, Course Objectives, Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2024 Fall,
KIN MAJ102,,Introduction to Human Movement Anatomy,,X,,,4.0,,Transferable to both UC and CSU,Pending,,2025 Fall,
KIN MAJ104,,Officiating Competitive Sports I,,,X,,2.0,,Transferable to both UC and CSU,Approved,Indicate DE Approval in Affiliated Programs,2026 Winter,
KIN MAJ106,,Sports Ethics,,X,,,3.0,,Transferable to both UC and CSU,Approved,,2024 Fall,
KIN MAJ109,,Women In Sport,,X,,,3.0,,Transferable to both UC and CSU,Approved,,2024 Fall,
KIN MAJ110,,Sport in Society,,X,,,3.0,,Transferable to both UC and CSU,Pending,,2025 Fall,
KIN MAJ111,,Diversity & Equity in Sport,,X,,,3.0,,Transferable to both UC and CSU,Pending,,2025 Fall,
KIN MAJ112,,Sports and Cinema,,X,,,3.0,,Transferable to both UC and CSU,Pending,,2025 Fall,
KIN MAJ116,,Introduction To Exercise Physiology,,X,,,3.0,,Transferable to both UC and CSU,Pending,,2025 Fall,
KIN MAJ117,,Personal Trainer Instructor,Personal Trainer Certification Preparation,,X,," - ",3.0,Transferable to CSU only,Approved,"Course Code Suffix, Transcript Abbreviation, Course Title, Taxonomy of Programs (TOP) Code, Classification of Instructional Programs (CIP) Code, College Catalog Course Description, Standard Accountability Measure (SAM) Code, Course General Education Status, Maximum Units, Minimum Units, Extra Duties, CSLOs, Course Objectives, Course Control Number, Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2024 Fall,
KIN MAJ123,,Techniques of Strength Training and Group Exercise Instruction,,X,,,3.0,,Transferable to CSU only,Approved,,2025 Fall,
KIN MAJ126,,Fundamentals Of Athletic Training,,X,,,3.0,,Transferable to both UC and CSU,Pending,,2026 Spring,
KIN MAJ128,,Care And Prevention Of Athletic Injuries,,X,,,3.0,,Transferable to CSU only,Approved,,2026 Spring,
KIN MAJ131,,Kinesiology Internship Experience,,X,,,1.0,,Transferable to CSU only,Approved,,2025 Fall,
KIN MAJ136,,Applied Exercise Science,,X,,,4.0,,Transferable to both UC and CSU,Pending,,2025 Fall,
KIN035,,Adaptive Activities,,,X,,1.0,,Transferable to both UC and CSU,Approved,"Transfer Status, CSLOs, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
KIN185,,Directed Study - Kinesiology,,,X,,1.0,,Transferable to CSU only,Approved,"Course Objectives, Course Control Number, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2024 Fall,
KIN266,,Badminton Skills,,,X,,1.0,,Transferable to both UC and CSU,Approved,"Transfer Status, Course Transfer Status",2025 Spring,
KIN268-1,,Golf Skills I,,,X,,1.0,,Transferable to both UC and CSU,Approved,"Course Objectives, Course Transfer Status",2025 Spring,
KIN286,,Baseball Skills,,,X,,1.0,,Transferable to both UC and CSU,Approved,"Transfer Status, CSLOs, Course Transfer Status",2025 Spring,
KIN291,,Volleyball Skills,,,X,,1.0,,Transferable to both UC and CSU,Approved,"Transfer Status, CSLOs, Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
KIN316-1,,Karate I,,,X,,1.0,,Transferable to both UC and CSU,Approved,"CSLOs, Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
KIN316-2,,Karate II,,,X,,1.0,,Transferable to CSU only,Approved,"College Catalog Course Description, CSLOs, Course Objectives, Indicate DE Approval in Affiliated Programs",2025 Fall,
KIN317-1,,Self Defense I,,X,,,1.0,,Transferable to both UC and CSU,Pending,,2025 Fall,
KIN329-1,,Body Conditioning I,,,X,,1.0,,Transferable to both UC and CSU,Approved,"College Catalog Course Description, CSLOs, Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
KIN329-2,,Body Conditioning II,,,X,,1.0,,Transferable to both UC and CSU,Approved,"College Catalog Course Description, Transfer Status, CSLOs, Course Objectives, Indicate DE Approval in Affiliated Programs",2025 Spring,
KIN329-3,,Body Conditioning III,,,X,,1.0,,Transferable to both UC and CSU,Approved,"Transfer Status, Indicate DE Approval in Affiliated Programs",2025 Fall,
KIN330,,Cardio Kickboxing,,,X,,1.0,,Transferable to both UC and CSU,Approved,"Transfer Status, CSLOs, Course Objectives, Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
KIN332,,Step Aerobics,,,X,,1.0,,Transferable to both UC and CSU,Approved,"Transfer Status, CSLOs, Course Objectives",2025 Spring,
KIN334-1,,Fitness Walking I,,,X,,1.0,,Transferable to both UC and CSU,Approved,"Transfer Status, CSLOs, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
KIN334-2,,Fitness Walking II,,,X,,1.0,,Transferable to both UC and CSU,Approved,"CSLOs, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
KIN336-1,,Zumba Fitness I,,,X,,1.0,,Transferable to both UC and CSU,Approved,"College Catalog Course Description, CSLOs, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
KIN336-2,,Zumba Fitness II,,,X,,1.0,,Transferable to both UC and CSU,Approved,"CSLOs, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
KIN347-1,,Pilates Mat I,,,X,,1.0,,Transferable to both UC and CSU,Approved,"CSLOs, Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
KIN347-2,,Pilates Mat II,,,X,,1.0,,Transferable to both UC and CSU,Approved,"College Catalog Course Description, CSLOs, Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
KIN347-3,,Pilates Mat III,,,X,,1.0,,Transferable to both UC and CSU,Approved,"College Catalog Course Description, CSLOs, Course Objectives, Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
KIN350-1,,Weight Training I,,,X,,1.0,,Transferable to both UC and CSU,Approved,"CSLOs, Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
KIN350-2,,Weight Training II,,,X,,1.0,,Transferable to both UC and CSU,Approved,"CSLOs, Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
KIN350-3,,Weight Training III,,,X,,1.0,,Transferable to both UC and CSU,Approved,"CSLOs, Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
KIN351-1,,Yoga I,,,X,,1.0,,Transferable to both UC and CSU,Approved,"College Catalog Course Description, CSLOs, Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
KIN351-2,,Yoga II,,,X,,1.0,,Transferable to both UC and CSU,Approved,"Transfer Status, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
KIN351-3,,Yoga III,,,X,,1.0,,Transferable to both UC and CSU,Approved,"College Catalog Course Description, Transfer Status, CSLOs, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
KIN371-1,,Tennis I,,,X,,1.0,,Transferable to both UC and CSU,Approved,"CSLOs, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
KIN371-2,,Tennis II,,,X,,1.0,,Transferable to both UC and CSU,Approved,"CSLOs, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
KIN371-3,,Tennis III,,,X,,1.0,,Transferable to both UC and CSU,Approved,"CSLOs, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
KIN387-1,,Basketball I,,,X,,1.0,,Transferable to both UC and CSU,Approved,"CSLOs, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
KIN387-2,,Basketball II,,,X,,1.0,,Transferable to both UC and CSU,Approved,"CSLOs, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
KIN387-3,,Basketball III,,,X,,1.0,,Transferable to both UC and CSU,Approved,"College Catalog Course Description, CSLOs, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
KIN387-4,,Basketball IV,,X,,,1.0,,Transferable to both UC and CSU,Pending,,2025 Fall,
KIN389-1,,Soccer I,,,X,,1.0,,Transferable to both UC and CSU,Approved,"CSLOs, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
KIN389-2,,Soccer II,,,X,,1.0,,Transferable to both UC and CSU,Approved,"College Catalog Course Description, Course Transfer Status",2026 Winter,
KIN400,,Fitness for Health and Safety,,X,,,1.0,,Transferable to CSU only,Approved,,2025 Fall,
LAW001,,Business Law I,,,X,,3.0,,Transferable to both UC and CSU,Approved,,2026 Winter,
LAW002,,Business Law II,,,X,,3.0,,Transferable to both UC and CSU,Approved,,2026 Winter,
LAW003,,Civil Rights And The Law,,,X,,3.0,,Transferable to both UC and CSU,Approved,,2026 Winter,
LAW007,,Street Law,,X,,,3.0,,Transferable to both UC and CSU,Pending,,2026 Spring,
LAW010,,Introduction To Legal Assistant I,,,X,,3.0,,Transferable to CSU only,Approved,,2026 Winter,
LAW011,,Introduction To Legal Assistant II,,,X,,3.0,,Transferable to CSU only,Approved,,2026 Winter,
LAW012,,Tort Law And Claims Investigation,,,X,,3.0,,Transferable to CSU only,Approved,College Catalog Course Description,2026 Winter,
LAW013,,"Wills, Trusts, And Probate Administration",,,X,,3.0,,Transferable to CSU only,Approved,,2026 Winter,
LAW016,,Evidence,,,X,,3.0,,Transferable to CSU only,Approved,College Catalog Course Description,2026 Winter,
LAW017,,Legal Writing,,,X,,3.0,,Transferable to CSU only,Approved,"Indicate DE Approval in Affiliated Programs, Course Transfer Status",2026 Winter,
LAW018,,Marriage And Family Law,,,X,,3.0,,Transferable to both UC and CSU,Pending,Indicate DE Approval in Affiliated Programs,2026 Winter,
LAW019,,Property and Creditor Rights,,,X,,3.0,,Transferable to CSU only,Approved,College Catalog Course Description,2026 Winter,
LAW020,,Basic Probate Procedures,,,X,,3.0,,Transferable to CSU only,Approved,,2026 Winter,
LAW034,,Legal Research,,,X,,3.0,,Transferable to CSU only,Approved,Course Transfer Status,2026 Winter,
LAW035,,Immigration Law for Paralegals,,,X,,3.0,,Transferable to CSU only,Approved,,2026 Winter,
LING001,,Introduction To Language And Linguistics,Introduction to Language and Linguistics,,X,,3.0,,Transferable to both UC and CSU,Approved,"Course Title, CSLOs, Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2024 Fall,
LING002,,Introduction To Sociolinguistics,Introduction to Sociolinguistics,,X,,3.0,,Transferable to both UC and CSU,Approved,Course Title,2025 Fall,
MARKET021,,Principles Of Marketing,,,X,,3.0,,Transferable to CSU only,Approved,"Course Objectives, Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
MATH NC001CE,,Basic Dimensional Analysis,,X,,,0.0,,,,,2025 Summer,
MATH NC112CE,,Pre-Algebra for Dual Enrollment,,X,,,0.0,,,,,2026 Spring,
MATH NC115CE,,Elementary Algebra for Dual Enrollment,,X,,,0.0,,,,,2026 Winter,
MATH NC121CE,,Geometry for Dual Enrollment,,X,,,0.0,,,,,2026 Winter,
MATH NC125CE,,Intermediate Algebra for Dual Enrollment,,X,,,0.0,,,,,2026 Winter,
MATH NC227CE,,Statistics Support,,,X,,0.0,,,,Indicate DE Approval in Affiliated Programs,2025 Summer,
MATH125,,Intermediate Algebra,,,X,,5.0,,,,Indicate DE Approval in Affiliated Programs,2025 Winter,
MATH185,,Directed Study - Mathematics,,,X,,1.0,,Transferable to CSU only,Approved,"Course General Education Status, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Winter,
MATH215,,Principles Of Mathematics I,Mathematical Concepts for Teachers I,,X,,3.0,,Transferable to both UC and CSU,,"Transcript Abbreviation, Course Title, Course Transfer Status",2024 Fall,
MATH215,,Mathematical Concepts for Teachers I,,,X,,3.0,,Transferable to both UC and CSU,Approved,"CSLOs, Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
MATH215,,Mathematical Concepts for Teachers I,,,X,,3.0,,Transferable to both UC and CSU,Approved,,2026 Summer,
MATH227A,,Statistics I,,,,X,2.0,,Transferable to both UC and CSU,Approved,"Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status, Deactivate Course",2025 Winter,
MATH227B,,Statistics II,,,,X,2.0,,Transferable to both UC and CSU,Approved,"Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status, Deactivate Course",2025 Winter,
MATH230,,Mathematics For Liberal Arts Students,,,X,,3.0,,Transferable to both UC and CSU,Approved,,2026 Summer,
MATH238,,Calculus For Business And Social Science I,,,X,,5.0,,Transferable to both UC and CSU,Approved,"Course Prerequisites, Corequisites, Antirequisites, and Advisories, CSLOs, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
MATH240,,Trigonometry,,,X,,3.0,,Transferable to CSU only,Approved,"College Catalog Course Description, CSLOs, Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2026 Summer,
MATH243,,Preparatory Math for STEM Majors with Calculus Requirement,,X,,,4.0,,Transferable to both UC and CSU,Pending,,2025 Fall,
MATH245,,College Algebra,,,X,,3.0,,Transferable to both UC and CSU,Approved,"Indicate DE Approval in Affiliated Programs, Course Transfer Status",2026 Summer,
MATH247,,Calculus for Life Sciences I,,,X,,4.0,,Transferable to both UC and CSU,Approved,"Course Prerequisites, Corequisites, Antirequisites, and Advisories",2025 Summer,
MATH261,,Calculus I,,,X,,5.0,,Transferable to both UC and CSU,Approved,"College Catalog Course Description, Course Prerequisites, Corequisites, Antirequisites, and Advisories",2025 Summer,
MATH261S,,Calculus I With Support,,X,,,5.0,,Transferable to both UC and CSU,Pending,,2025 Summer,
MATH261S,,Calculus I With Support,,,X,,5.0,,Transferable to both UC and CSU,Pending,"Course Prerequisites, Corequisites, Antirequisites, and Advisories",2025 Fall,
MATH262,,Calculus II,,,X,,5.0,,Transferable to both UC and CSU,Approved,"College Catalog Course Description, Course Prerequisites, Corequisites, Antirequisites, and Advisories",2025 Fall,
MATH275,,Ordinary Differential Equations,,,X,,3.0,,Transferable to both UC and CSU,Approved,Indicate DE Approval in Affiliated Programs,2025 Winter,
MATH285,,Directed Study - Mathematics,,,X,,2.0,,Transferable to CSU only,Approved,"Course General Education Status, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Winter,
MATH385,,Directed Study - Mathematics,,,X,,3.0,,Transferable to CSU only,Approved,"Course General Education Status, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Winter,
MEDIART117,,Introduction to Social Media,,X,,,3.0,,Transferable to both UC and CSU,Pending,,2025 Fall,
MEDIART801,,Digital Media Storytelling,,X,,,3.0,,Transferable to both UC and CSU,Pending,,2025 Fall,
MEDIART802,,Introduction To Podcast,,X,,,3.0,,Transferable to CSU only,Approved,,2025 Fall,
MGMT013,,Small Business Entrepreneurship,,,X,,3.0,,Transferable to CSU only,Approved,"Course Objectives, Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2026 Winter,
MGMT031,,Human Relations For Employees,Human Relations for Employees,,X,,3.0,,Transferable to CSU only,,Course Title,2025 Fall,
MGMT031,,Human Relations for Employees,,,X,,3.0,,Transferable to CSU only,Approved,"CSLOs, Course Objectives, Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2026 Winter,
MGMT033,,Human Capital Management,,,X,,3.0,,Transferable to CSU only,Approved,"CSLOs, Course Objectives, Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2026 Winter,
MULTIMD100,,Introduction To Multimedia Computer Applications,,,X,,3.0,,Transferable to CSU only,Approved,"Course Prerequisites, Corequisites, Antirequisites, and Advisories, Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
MULTIMD110,,Visual Communication,,,X,,3.0,,Transferable to CSU only,Approved,"College Catalog Course Description, Course Prerequisites, Corequisites, Antirequisites, and Advisories, Course Objectives, Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
MULTIMD200,,Digital Imaging,,,X,,3.0,,Transferable to CSU only,Approved,"Course Prerequisites, Corequisites, Antirequisites, and Advisories, Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
MULTIMD210,,Digital Editing,,,X,,3.0,,Transferable to CSU only,Approved,"Course Prerequisites, Corequisites, Antirequisites, and Advisories, Course Objectives, Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
MULTIMD220,,Illustration For Multimedia,,,X,,3.0,,Transferable to CSU only,Approved,"Course Prerequisites, Corequisites, Antirequisites, and Advisories, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
MULTIMD240,,Graphic Design For Multimedia,,,X,,3.0,,Transferable to CSU only,Approved,"Course Prerequisites, Corequisites, Antirequisites, and Advisories, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
MULTIMD250,,Multimedia Internship Video Production,,,X,,1.0,,Transferable to CSU only,Approved,"Course Prerequisites, Corequisites, Antirequisites, and Advisories, Course Transfer Status",2025 Fall,
MULTIMD300,,Design For Three-Dimensional Computer Applications,,,X,,3.0,,Transferable to CSU only,Approved,"Course Prerequisites, Corequisites, Antirequisites, and Advisories, Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
MULTIMD310,,Interactive Multimedia For Education And Business,,,X,,3.0,,Transferable to CSU only,Approved,"Course Prerequisites, Corequisites, Antirequisites, and Advisories, Add to Distance Education Approved Report, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
MULTIMD320,,Web Design,,,X,,3.0,,Transferable to CSU only,Approved,"Course Prerequisites, Corequisites, Antirequisites, and Advisories, Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
MULTIMD340,,Vector Graphics,,,X,,3.0,,Transferable to CSU only,Approved,"Course Prerequisites, Corequisites, Antirequisites, and Advisories, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
MULTIMD350,,Web Design II,,,X,,3.0,,Transferable to CSU only,Approved,"Course Prerequisites, Corequisites, Antirequisites, and Advisories, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
MULTIMD400,,Introduction To Experimental Animation,,,X,,3.0,,Transferable to CSU only,Approved,"Course Prerequisites, Corequisites, Antirequisites, and Advisories, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
MULTIMD402,,Animation Workshop,,,X,,3.0,,Transferable to CSU only,Approved,"Course Prerequisites, Corequisites, Antirequisites, and Advisories, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
MULTIMD430,,Computer Applications For 3-D Animation,,,X,,3.0,,Transferable to CSU only,Approved,"Course Prerequisites, Corequisites, Antirequisites, and Advisories, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
MULTIMD500,,Multimedia Laboratory,,,X,,1.0,,Transferable to CSU only,Approved,"Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
MULTIMD605,,Studio Production,,,X,,3.0,,Transferable to CSU only,Approved,"Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
MULTIMD610,,Introduction To Digital Video Production,,,X,,3.0,,Transferable to CSU only,Approved,"Course Prerequisites, Corequisites, Antirequisites, and Advisories, Course Objectives, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
MULTIMD620,,Digital Audio,,,X,,3.0,,Transferable to CSU only,Approved,"Course Prerequisites, Corequisites, Antirequisites, and Advisories, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
MULTIMD640,,Digital Video Production: Digital Editing,,,X,,3.0,,Transferable to CSU only,Approved,"Course Prerequisites, Corequisites, Antirequisites, and Advisories, Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Spring,
MUSIC101,,Fundamentals Of Music,,,X,,3.0,,Transferable to both UC and CSU,Approved,"Indicate DE Approval in Affiliated Programs, Course Transfer Status",2025 Fall,
MUSIC111,,Music Appreciation I,Music Appreciation,,X,,3.0,,Transferable to both UC and CSU,,"Transcript Abbreviation, Course Title",2024 Fall,
MUSIC116,,"Survey And History Of Rock, Pop And Soul Music",,X,,,3.0,,Transferable to both UC and CSU,Approved,,2024 Fall,
